"Lodobren","Vznamka","Scrna_lista","Sst_odobritev","Dcrna_lista","Dst_pogodb","Vletnik","Vmpc","Veurotax","Lpolog","Lobrestna_mera","Splacilni_indeks","Szapadlo_neplacano","Sobligo","Ltrajanje_meseci","Sneto_placa","Srazpolozljiv_od_z_malico_in_prevozom","Sstarost","Strajanje_zaposlitve","Sposta","Sdrzavljanstvo","Sdrzavljanstvo_eu","SDtip","SDst_zaposlenih","SDdoba_poslovanja","SDprihodki","SDodstotek_kapitala_v_bilancni_vsoti","SDposlovni_izid","SDblokada_racuna","SDinsolventnost","SDcrna_lista"
"DA","RENAULT","NE",0,"NE",85,9,3800,-15.39,50,9.33,NA,NA,1900,24,561.72,608.79,26,"DOLOCEN CAS","SI-3","SLOVENIA","DA","SVOBOD. POKL., TUJINA, D",0,0,0,0,0,"NE","NE","NE"
"DA","FORD","NE",1,"NE",2928,6,8400,-20.49,59.52,5.28,3.35,0,3736,36,947.7,1019.94,34,"NEDOLOCEN CAS","SI-3","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",5.65,23,352869,44.33,4893,"NE","NE","NE"
"DA","KIA","NE",0,"NE",7552,6,6800,5.88,22.06,7.59,5.86,30.24,5658.95,60,1093.2,821.27,39,"NEDOLOCEN CAS","SI-8","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",37,24,4345683,88.47,360294,"NE","NE","NE"
"DA","KIA","NE",0,"NE",7552,0,21166,0,10,4.7,0.25,0,19465.22,84,1054.3,905.37,41,"NEDOLOCEN CAS","SI-3","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",13.15,12,1963313,61.32,142371,"NE","NE","NE"
"NE","KIA","NE",0,"NE",7552,0,25051,0,0,4.7,NA,NA,25051,84,1161.79,751.32,37,"NEDOLOCEN CAS","SI-2","SLOVENIA","DA","SVOBOD. POKL., TUJINA, D",0,0,0,0,0,"NE","NE","NE"
"NE","ALFA","NE",0,"NE",49,11,2400,0,20.83,7.59,NA,NA,1996,24,560.43,857.11,27,"NEDOLOCEN CAS","SI-1","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",5,6,661502,47.01,42642,"NE","NE","NE"
"DA","OPEL","NE",0,"NE",3814,0,23150,0,69.76,6.84,NA,NA,8404.2,36,1462,1260.91,46,"NEDOLOCEN CAS","SI-2","SLOVENIA","DA","SVOBOD. POKL., TUJINA, D",0,0,0,0,0,"NE","NE","NE"
"DA","SUZUKI","NE",0,"NE",232,0,20000,0,17.85,3.49,NA,NA,16430,84,966.93,673.71,57,"NEDOLOCEN CAS","SI-4","SLOVENIA","DA","SVOBOD. POKL., TUJINA, D",0,0,0,0,0,"NE","NE","NE"
"NE","RENAULT","NE",0,"NE",97,4,13490,-35.59,20,7.59,NA,NA,14379.96,84,1317.2,783.16,21,"DOLOCEN CAS","SI-2","SLOVENIA","DA","SVOBOD. POKL., TUJINA, D",0,0,0,0,0,"NE","NE","NE"
"DA","FIAT","NE",0,"NE",40,8,4300,-20.37,20,7.59,NA,NA,4199.04,48,639.7,632.22,24,"NEDOLOCEN CAS","SI-2","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",603,10,9461512,14.2,162818,"NE","NE","NE"
"DA","ALFA","NE",0,"NE",144,0,18250,0,19.18,9.25,1.19,0,16381.77,84,987.6,559.58,64,"UPOKOJENEC","SI-1","SLOVENIA","DA","SVOBOD. POKL., TUJINA, D",0,0,0,0,0,"NE","NE","NE"
"NE","FORD","NE",0,"NE",1668,0,13555,0,55.33,6.84,2.66,0,7647.12,72,490.85,384.64,60,"UPOKOJENEC","SI-2","SLOVENIA","DA","SVOBOD. POKL., TUJINA, D",0,0,0,0,0,"NE","NE","NE"
"DA","KIA","NE",0,"NE",7554,0,24791,0,44.37,4.7,0,0,13791.12,84,770.59,606.41,39,"NEDOLOCEN CAS","SI-8","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",2036,25,670171000,52.19,11482000,"NE","NE","NE"
"NE","KIA","NE",1,"NE",7554,0,14856,0,10,4.7,0,0,24562.35,84,823.42,664.25,31,"NEDOLOCEN CAS","SI-1","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",9645,25,1494938000,33.31,-35599000,"NE","DA","NE"
"NE","RENAULT","NE",0,"NE",42,4,12650,4.52,20,7.59,0.24,0,10309.75,84,825.31,720.48,32,"DOLOCEN CAS","SI-1","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",225.17,22,33187354,41.38,2349199,"NE","NE","NE"
"NE","MAZDA","NE",0,"NE",1226,0,17502,0,34.28,6.84,0.14,0,15388.8,84,335.3,761.8,51,"DOLOCEN CAS","SI-2","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",14.84,3,448663,7.31,706,"NE","NE","NE"
"DA","FORD","NE",0,"NE",3423,6,7680,0,26.04,7.59,NA,NA,5795.2,60,690.54,693.92,32,"NEDOLOCEN CAS","SI-2","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",678.66,14,14373789,19.75,113963,"NE","NE","NE"
"DA","BMW","NE",2,"NE",841,0,57000,0,20,7.08,0.21,0,49616.99,84,903.93,2061.02,26,"NEDOLOCEN CAS","SI-2","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",41.11,4,1778599,19.01,36356,"NE","NE","NE"
"DA","KIA","NE",0,"NE",7555,0,29051,0,25.82,4.7,NA,NA,21550.99,60,1865.1,1487.47,45,"NEDOLOCEN CAS","SI-2","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",12.24,17,1011956,74.08,2962,"NE","NE","NE"
"NE","FORD","NE",1,"NE",5043,4,10990,-4.65,9,7.59,21.29,0,10000.9,84,824.26,830.52,41,"NEDOLOCEN CAS","SI-8","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",639.2,25,79712730,30.34,194073,"NE","NE","NE"
"NE","HYUNDAI","NE",0,"NE",57,0,18990,0,32.65,6.84,NA,NA,17087.28,84,397.6,194.18,66,"UPOKOJENEC","SI-2","SLOVENIA","DA","SVOBOD. POKL., TUJINA, D",0,0,0,0,0,"NE","NE","NE"
"DA","RENAULT","NE",0,"NE",494,5,8500,-13.94,20,10.33,0.4,0,10032.35,84,1015,728.2,44,"NEDOLOCEN CAS","SI-2","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",3,11,151147,61.18,3126.75,"NE","NE","NE"
"DA","OPEL","NE",1,"NE",1580,3,13500,0,14.81,7.59,0.1,0,11770,72,1849.91,1133.1,46,"NEDOLOCEN CAS","SI-2","SLOVENIA","DA","GOSP. DRU_B., SP-ji",0,0,0,0,0,"NE","NE","NE"
"DA","KIA","NE",0,"NE",202,5,17000,-9.41,47.06,7.59,NA,NA,12176.64,84,572.83,427.87,59,"UPOKOJENEC","SI-1","SLOVENIA","DA","SVOBOD. POKL., TUJINA, D",0,0,0,0,0,"NE","NE","NE"
"DA","MINI","NE",1,"NE",374,4,19558,-13.1,39.37,7.09,NA,NA,14745.72,60,2774.13,2325.47,49,"NEDOLOCEN CAS","SI-6","SLOVENIA","DA","GOSP. DRU_B., SP-ji",0,0,0,0,0,"NE","NE","NE"
"DA","FIAT","NE",0,"NE",702,0,8490,0,50.65,6.84,NA,NA,4444.7,36,1513.34,1396.75,64,"NEDOLOCEN CAS","SI-6","SLOVENIA","DA","SVOBOD. POKL., TUJINA, D",0,0,0,0,0,"NE","NE","NE"
"NE","CITROEN","NE",0,"NE",1,9,4700,-24.34,23.4,7.59,NA,NA,4141.8,36,560.43,589.17,27,"NEDOLOCEN CAS","SI-3","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",9645,25,1494938000,33.31,-35599000,"NE","DA","NE"
"DA","FORD","NE",1,"NE",5044,3,11800,-4.09,46.61,7.59,0.75,0,7957.88,48,559.92,456.58,37,"NEDOLOCEN CAS","SI-1","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",878,26,82675899,46.42,428664,"NE","NE","NE"
"NE","PEUGEOT","NE",0,"NE",38,12,2800,-19.64,46.43,7.09,NA,NA,1570,12,845,729.28,51,"NEDOLOCEN CAS","SI-6","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",207.89,41,15274174,38.18,-76910,"NE","NE","NE"
"DA","KIA","NE",0,"NE",7560,0,14916,0,26.82,4.7,NA,NA,10916.01,84,1148.11,1134.89,45,"NEDOLOCEN CAS","SI-9","SLOVENIA","DA","SVOBOD. POKL., TUJINA, D",0,0,0,0,0,"NE","NE","NE"
"DA","KIA","NE",0,"NE",7561,0,15646,0,10,4.7,NA,NA,14081.76,84,1354,680.22,39,"NEDOLOCEN CAS","SI-2","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",67.25,23,4926110,16.99,52157,"NE","NE","NE"
"DA","FORD","NE",1,"NE",283,0,11110,0,20.7,6.84,0,0,8976.65,84,639.36,474.32,48,"NEDOLOCEN CAS","SI-1","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",888.41,24,33008533,65.19,2328009,"NE","NE","NE"
"NE","FORD","NE",0,"NE",26,8,6800,4.72,20.59,7.59,0,0,5536,60,560.43,582.46,35,"NEDOLOCEN CAS","SI-6","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",2683,25,514535953,13.99,-48991710,"NE","DA","NE"
"DA","MAZDA","NE",0,"DA",7878,9,6490,-8.6,38.52,11.33,NA,NA,3990,48,1361.89,1113.61,44,"NEDOLOCEN CAS","SI-2","SLOVENIA","DA","SVOBOD. POKL., TUJINA, D",0,0,0,0,0,"NE","NE","NE"
"NE","HONDA","NE",0,"NE",1999,8,7900,1.75,20,7.59,NA,NA,6478,48,732.33,484.07,46,"NEDOLOCEN CAS","SI-2","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",213.27,25,21939262,44.38,7011043,"NE","NE","NE"
"NE","SKODA","NE",0,"NE",32,7,6850,-2.5,20,7.09,1.09,0,5685.5,48,658.91,627.97,35,"NEDOLOCEN CAS","SI-1","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",9645,25,1494938000,33.31,-35599000,"NE","DA","NE"
"NE","OPEL","NE",2,"NE",3815,0,26900,0,10,6.84,35.27,0,39515,84,814,486.64,38,"NEDOLOCEN CAS","SI-9","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",5,19,201339,-2.48,3715,"NE","NE","NE"
"DA","OPEL","NE",0,"NE",3815,0,10560,0,14.2,6.84,NA,NA,11034.6,60,991.24,906.53,31,"NEDOLOCEN CAS","SI-9","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",307,19,44812402,45.04,2829986,"NE","NE","NE"
"DA","HYUNDAI","NE",0,"NE",58,0,23600,0,42.37,6.84,NA,NA,16653,60,620,401.76,38,"NEDOLOCEN CAS","SI-2","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",1402.33,24,113101203,22.7,3466624,"NE","NE","NE"
"DA","HYUNDAI","NE",0,"NE",12,11,1790,0,20,7.59,0.08,0,1503.6,12,554.68,696.92,41,"NEDOLOCEN CAS","SI-1","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",66.07,14,8429115,18.07,14940,"NE","NE","NE"
"DA","TOYOTA","NE",0,"NE",990,0,10390,0,19.25,6.84,NA,NA,10842.72,84,621.67,620.59,35,"NEDOLOCEN CAS","SI-2","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",91,23,18981303,36.77,204611,"NE","NE","NE"
"NE","KIA","DA",0,"NE",7564,0,13776,0,10.72,4.7,NA,NA,12299.01,84,303.49,456.62,55,"NEDOLOCEN CAS","SI-1","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",9.15,6,577917,6.32,8387,"DA","NE","DA"
"DA","PEUGEOT","NE",0,"NE",29,6,8000,-15.78,15,4.33,NA,NA,7894.32,84,989,958.14,35,"NEDOLOCEN CAS","SI-9","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",0.23,2,19203,32.38,85,"NE","NE","NE"
"DA","DACIA","NE",0,"NE",496,0,8100,0,17.53,10.58,NA,NA,9484.44,84,1350,1237.09,42,"NEDOLOCEN CAS","SI-2","SLOVENIA","DA","GOSP. DRU_B., SP-ji",0,0,0,0,0,"NE","NE","NE"
"NE","CITROEN","NE",1,"NE",42,4,9290,-9.02,50,6.08,7.56,149.6,8701.79,60,1435.62,1154.03,53,"NEDOLOCEN CAS","SI-6","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",0,0,0,0,0,"NE","DA","NE"
"DA","RANGE-ROVER","NE",0,"NE",5046,2,99000,0,20,3.58,1.88,0,79447.5,74,3184.57,1986.49,41,"NEDOLOCEN CAS","SI-2","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",14.3,15,912704,71.85,98214,"NE","NE","NE"
"NE","RENAULT","NE",1,"NE",3816,6,6700,-13.61,14.93,7.59,0.65,0,11127.02,60,548.42,429.93,27,"NEDOLOCEN CAS","SI-2","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",9645,25,1494938000,33.31,-35599000,"NE","DA","NE"
"DA","FORD","NE",0,"NE",295,9,3000,10.87,20,7.59,NA,NA,2490,24,949.05,969.01,51,"NEDOLOCEN CAS","SI-2","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",432,22,76378028,44.34,4146764,"NE","NE","NE"
"DA","OPEL","NE",0,"NE",3816,7,8290,-18.76,16.89,7.59,NA,NA,8250.72,48,1601,1325.49,40,"NEDOLOCEN CAS","SI-9","SLOVENIA","DA","GOSP. DRU_B., SP-ji",0,0,0,0,0,"NE","NE","NE"
"DA","TOYOTA","NE",0,"NE",28,0,10599.99,0,10.19,6.84,4.84,0,12676.61,84,692,634.96,21,"NEDOLOCEN CAS","SI-9","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",7.64,9,354763,40.77,16579.5,"NE","NE","NE"
"DA","KIA","NE",0,"NE",7565,0,33503.23,0,30,4.7,NA,NA,23452.2,60,348.8,88.93,38,"NEDOLOCEN CAS","SI-3","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",17,23,1219580,57.09,9954,"NE","NE","NE"
"NE","FORD","NE",0,"NE",5047,0,15385.01,0,10,6.84,0.52,0,17946.6,84,686.46,778.32,33,"NEDOLOCEN CAS","SI-8","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",87,11,8061035,-149.88,-12483975,"NE","DA","DA"
"NE","AUDI","DA",0,"NE",14,8,8800,0,20,7.59,65.42,0,7392,60,716.56,729.42,34,"NEDOLOCEN CAS","SI-1","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",7.64,6,566189,74.66,13340,"NE","NE","NE"
"NE","FORD","NE",0,"DA",7879,0,19100,0,35,6.84,NA,NA,16619.4,84,647.63,614.29,36,"NEDOLOCEN CAS","SI-2","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",709,25,52149611,9.84,-9110297,"NE","NE","DA"
"NE","FIAT","NE",1,"NE",145,0,14295,0,40.57,6.84,0.03,0,8852.38,84,679.66,382.68,60,"UPOKOJENEC","SI-1","SLOVENIA","DA","SVOBOD. POKL., TUJINA, D",0,0,0,0,0,"NE","NE","NE"
"NE","SKODA","NE",0,"NE",32,7,6850,-2.5,20,7.09,1.09,0,5685.5,48,658.91,627.97,35,"NEDOLOCEN CAS","SI-1","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",9645,25,1494938000,33.31,-35599000,"NE","DA","NE"
"DA","VOLKSWAGEN","NE",0,"NE",39,4,12450,-10.41,30.52,7.59,0,0,10870.8,60,1138.65,1257.04,29,"NEDOLOCEN CAS","SI-3","SLOVENIA","DA","SVOBOD. POKL., TUJINA, D",0,0,0,0,0,"NE","NE","NE"
"NE","DACIA","NE",0,"NE",398,0,18990,0,47.39,6.84,NA,NA,12271.8,60,908.88,968.85,53,"NEDOLOCEN CAS","SI-9","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",0,0,0,0,0,"NE","NE","NE"
"DA","FORD","NE",0,"NE",39,7,6237.9,21.8,61.72,7.59,NA,NA,2575.04,36,713.34,487.26,35,"NEDOLOCEN CAS","SI-5","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",8.03,19,369896,62.07,4279,"NE","NE","NE"
"DA","FORD","NE",1,"NE",1672,1,13700,0,20,7.09,1.93,0,14195.16,84,895.5,726.51,37,"NEDOLOCEN CAS","SI-2","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",976.38,26,25033787,31.39,165402,"NE","NE","NE"
"DA","BMW","NE",0,"NE",2754,0,41600,0,24.04,8.08,NA,NA,31599.98,60,3245.76,1786.8,60,"NEDOLOCEN CAS","SI-1","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",390,25,58709208,49.55,5363293,"NE","NE","NE"
"NE","VOLKSWAGEN","DA",0,"NE",97,3,13900,-15.52,28.78,7.59,NA,NA,11490.12,36,803.51,535.54,41,"NEDOLOCEN CAS","SI-2","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",5,12,217352,63.03,2850,"NE","NE","NE"
"DA","VOLKSWAGEN","NE",0,"NE",26,6,10900,0,70,7.59,NA,NA,3770.4,24,1350.33,921.99,55,"NEDOLOCEN CAS","SI-8","SLOVENIA","DA","SVOBOD. POKL., TUJINA, D",0,0,0,0,0,"NE","NE","NE"
"DA","OPEL","NE",0,"NE",3816,0,9870,0,10,6.84,0.28,0,11716.74,84,759.67,688.51,47,"NEDOLOCEN CAS","SI-9","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",4.25,6,147882,-140.65,-9229,"NE","NE","NE"
"DA","FORD","NE",0,"NE",2933,0,32105,0,12.46,6.25,NA,NA,29270.76,84,1303.58,872.41,43,"NEDOLOCEN CAS","SI-2","SLOVENIA","DA","GOSP. DRU_B., SP-ji",0,0,0,0,0,"NE","NE","NE"
"NE","FORD","NE",0,"NE",284,0,21515,0,45.08,7.09,0,0,14323.52,48,1082.8,698.15,60,"DOLOCEN CAS","SI-1","SLOVENIA","DA","SVOBOD. POKL., TUJINA, D",0,0,0,0,0,"NE","NE","NE"
"DA","ALFA","NE",0,"NE",610,2,10000,27.49,40,3.48,NA,NA,6000,84,1213.81,1133.22,34,"NEDOLOCEN CAS","SI-4","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",89.48,22,119047230,10.27,1467387,"NE","NE","NE"
"DA","RENAULT","NE",0,"NE",97,4,10500,-12.82,20,7.59,NA,NA,8662.5,84,1078.38,809.34,42,"NEDOLOCEN CAS","SI-2","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",22.86,24,15733552,61.99,97607,"NE","NE","NE"
"DA","FORD","NE",0,"NE",1438,1,14400,0,23.61,6.84,0.24,0,11288,60,1103.67,1060.21,51,"NEDOLOCEN CAS","SI-4","SLOVENIA","DA","SVOBOD. POKL., TUJINA, D",0,0,0,0,0,"NE","NE","NE"
"NE","CHEVROLET","NE",0,"NE",14,11,2500,0,32,7.59,178.93,0,1945.68,24,702.42,714.94,45,"NEDOLOCEN CAS","SI-1","SLOVENIA","DA","SVOBOD. POKL., TUJINA, D",0,0,0,0,0,"NE","NE","NE"
"DA","HYUNDAI","NE",0,"NE",103,0,22920,0,69.81,6.84,NA,NA,7378.41,36,657.3,670.03,40,"NEDOLOCEN CAS","SI-1","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",90.16,11,5636566,74.68,100041,"NE","NE","NE"
"NE","RENAULT","NE",0,"NE",60,0,14700,0,11.22,9.58,0.11,0,17960.88,84,748,440.99,41,"NEDOLOCEN CAS","SI-9","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",537,24,52281957,69.24,1567268,"NE","NE","NE"
"DA","DACIA","NE",0,"NE",1582,2,10300,0,30.07,8.58,0.32,0,8883.6,60,931.74,990.85,32,"NEDOLOCEN CAS","SI-1","SLOVENIA","DA","SVOBOD. POKL., TUJINA, D",0,0,0,0,0,"NE","NE","NE"
"NE","KIA","NE",0,"NE",7567,0,22000,0,0,4.7,NA,NA,21999.6,84,1995.34,1312.22,32,"NEDOLOCEN CAS","SI-3","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",5.68,3,929912,6.87,10744,"DA","NE","NE"
"DA","BMW","NE",0,"NE",119,2,42500.01,2.32,70.82,5.08,NA,NA,12825.01,48,1783.82,1631.08,41,"NEDOLOCEN CAS","SI-1","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",112.92,23,43503287,29.4,1483848,"NE","NE","NE"
"DA","KIA","NE",0,"NE",7567,0,14166,0,28.24,4.7,NA,NA,10166,84,1100,1150.62,29,"NEDOLOCEN CAS","SI-1","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",4.21,24,1358303,46.96,5272,"NE","NE","NE"
"DA","CITROEN","NE",0,"NE",1,3,9750,-2.88,30.77,6.58,2.43,0,6847.5,60,563.02,760.49,36,"NEDOLOCEN CAS","SI-3","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",5.9,8,1615421,21.52,63229,"NE","NE","NE"
"NE","HYUNDAI","NE",0,"NE",39,7,3500,6.4,20,7.59,6.04,0,3161.37,36,742.07,937.76,47,"NEDOLOCEN CAS","SI-6","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",75.58,25,4891263,42.01,86389,"NE","NE","NE"
"NE","PEUGEOT","NE",0,"NE",46,4,16100,0,21.74,7.59,NA,NA,12841.5,72,545.42,255.34,32,"NEDOLOCEN CAS","SI-6","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",0.93,10,103474,86.66,20785,"NE","NE","NE"
"NE","HYUNDAI","NE",1,"NE",396,0,10991,0,20.38,7.58,NA,NA,14375.95,84,974,839.43,71,"UPOKOJENEC","SI-9","SLOVENIA","DA","SVOBOD. POKL., TUJINA, D",0,0,0,0,0,"NE","NE","NE"
"DA","ALFA","NE",0,"NE",610,2,10000,27.49,40,3.48,NA,NA,16769.56,84,1213.81,1133.22,34,"NEDOLOCEN CAS","SI-4","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",89.48,22,119047230,10.27,1467387,"NE","NE","NE"
"NE","RENAULT","NE",0,"NE",43,8,5300,-12.26,20,7.59,NA,NA,4319.5,48,606.65,701.48,50,"DOLOCEN CAS","SI-4","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",95.74,9,2836697,15.55,6318,"NE","NE","NE"
"DA","KIA","NE",0,"NE",21,4,15295,-8.55,26.15,7.59,NA,NA,14889,84,1098.3,765.98,34,"NEDOLOCEN CAS","SI-2","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",65.02,20,20089618,29.95,227714,"NE","NE","NE"
"NE","AUDI","NE",0,"NE",0,3,33000,22.21,30,7.59,NA,NA,29649.6,72,1451.89,1060.51,37,"NEDOLOCEN CAS","SI-1","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",12.46,23,1237485,67.09,8312,"NE","NE","NE"
"NE","AUDI","NE",0,"NE",2935,8,7200,3.81,20,6.37,NA,NA,6048,36,638.25,575.64,22,"DOLOCEN CAS","SI-2","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",0,1,0,89.57,0,"NE","NE","NE"
"NE","CITROEN","NE",0,"NE",7,3,11580,-12.55,17.27,10.33,14.31,240.47,14001.6,72,560.43,237.16,31,"NEDOLOCEN CAS","SI-2","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",0,0,0,0,0,"NE","NE","NE"
"DA","HYUNDAI","NE",0,"NE",591,0,13200,0,10,3.49,NA,NA,13405.56,84,833,650.16,52,"UPOKOJENEC","SI-4","SLOVENIA","DA","SVOBOD. POKL., TUJINA, D",0,0,0,0,0,"NE","NE","NE"
"DA","FORD","NE",0,"NE",304,0,16720,0,0,3.48,0.11,0,18862.2,84,1006.2,781.65,53,"NEDOLOCEN CAS","SI-4","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",11.33,21,855337,73.75,67878,"NE","NE","NE"
"NE","TOYOTA","NE",2,"NE",3156,0,9470.01,0,43.29,6.84,0.1,0,5512.06,48,523.98,392.41,43,"NEDOLOCEN CAS","SI-1","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",4059,23,708095742,32.18,18380978,"NE","NE","DA"
"NE","CITROEN","NE",0,"NE",186,11,2890,-52.46,20,7.59,0.41,0,2830.94,12,623.36,393.05,43,"NEDOLOCEN CAS","SI-9","SLOVENIA","DA","SVOBOD. POKL., TUJINA, D",0,0,0,0,0,"NE","NE","NE"
"DA","AUDI","NE",0,"NE",149,4,15150,0,33.99,5.83,NA,NA,10000,72,932.71,1016,26,"NEDOLOCEN CAS","SI-8","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",16.41,14,1668706,56.19,28651,"NE","NE","NE"
"NE","OPEL","NE",0,"NE",3820,8,4200,-29.33,20,7.58,NA,NA,3908.52,36,573,464.43,43,"NEDOLOCEN CAS","SI-9","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",23,11,3520372,34.44,71343.75,"NE","NE","NE"
"DA","CITROEN","NE",0,"NE",3427,0,14203,0,10,6.84,NA,NA,15463.8,60,890.1,632.37,31,"NEDOLOCEN CAS","SI-9","SLOVENIA","DA","GOSP. DRU_B., SP-ji",0,0,0,0,0,"NE","NE","NE"
"DA","KIA","NE",1,"NE",296,2,11000,15.85,18.18,6.53,1.52,0,11376.12,84,666.46,531.03,53,"NEDOLOCEN CAS","SI-2","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",4.5,25,324394,86.51,56606,"NE","NE","NE"
"NE","TOYOTA","NE",0,"NE",739,0,9900,0,10,6.84,0.24,0,9157.5,84,861.01,643.08,35,"NEDOLOCEN CAS","SI-5","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",0,0,0,0,0,"NE","DA","NE"
"DA","FIAT","NE",0,"DA",7884,4,5600,11.23,53.57,6.58,NA,NA,2656,36,1019.61,938.11,70,"UPOKOJENEC","SI-2","SLOVENIA","DA","SVOBOD. POKL., TUJINA, D",0,0,0,0,0,"NE","NE","NE"
"NE","FORD","NE",2,"NE",5048,4,11600,0,9,7.58,2.85,0,13636.56,84,1000.05,1036.71,39,"DOLOCEN CAS","SI-1","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",121.54,23,21158805,76.69,1072196,"NE","NE","NE"
"NE","ALFA","NE",0,"NE",50,9,6000,-21.32,20,7.59,NA,NA,6108,60,860.1,795.14,40,"NEDOLOCEN CAS","SI-4","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",118,17,8376887,5.36,141794,"NE","NE","NE"
"DA","KIA","NE",1,"NE",209,0,13500,0,24.89,6.08,0.02,89.11,16675.49,84,1689,1409.11,51,"NEDOLOCEN CAS","SI-3","SLOVENIA","DA","SVOBOD. POKL., TUJINA, D",0,0,0,0,0,"NE","NE","NE"
"DA","AUDI","NE",0,"NE",41,9,7690,-7.53,23.41,7.58,0.11,0,7204.32,48,742,696.61,49,"NEDOLOCEN CAS","SI-9","SLOVENIA","DA","JAVNI SEKTOR, UPOKOJENCI",537,24,52281957,69.24,1567268,"NE","NE","NE"
"DA","KIA","NE",0,"NE",7569,0,25000,0,16,4.7,NA,NA,21000,84,985.35,845.62,41,"NEDOLOCEN CAS","SI-1","SLOVENIA","DA","SVOBOD. POKL., TUJINA, D",0,0,0,0,0,"NE","NE","NE"
